"sampling_code","day","sample_replicate","test","log_conc","loc","days_since_last_irrigation","hr_harvest_packaging","hr_harvest_arrival","hr_arrival_packaging"
"0222_B","7","1","APC",6.30027744674531,"AZ",1,281.25,86,195.25
"0222_B","7","2","APC",6.72253725831739,"AZ",1,281.25,86,195.25
"0222_B","7","3","APC",6.34769901772498,"AZ",1,281.25,86,195.25
"0222_B","7","1","GN",6.06336495069308,"AZ",1,281.25,86,195.25
"0222_B","7","2","GN",6.31341308269283,"AZ",1,281.25,86,195.25
"0222_B","7","3","GN",6.27548423186296,"AZ",1,281.25,86,195.25
"0222_B","7","1","PC",6.5141572666904,"AZ",1,281.25,86,195.25
"0222_B","7","2","PC",6.90833382588044,"AZ",1,281.25,86,195.25
"0222_B","7","3","PC",6.84586287518422,"AZ",1,281.25,86,195.25
"0222_B","12","1","APC",7.89306691261275,"AZ",1,281.25,86,195.25
"0222_B","12","2","APC",7.30274043085051,"AZ",1,281.25,86,195.25
"0222_B","12","3","APC",7.25077891969119,"AZ",1,281.25,86,195.25
"0222_B","12","1","GN",7.5769731705129,"AZ",1,281.25,86,195.25
"0222_B","12","2","GN",7.20951610741942,"AZ",1,281.25,86,195.25
"0222_B","12","3","GN",7.01189683077606,"AZ",1,281.25,86,195.25
"0222_B","12","1","PC",8.53348058460004,"AZ",1,281.25,86,195.25
"0222_B","12","2","PC",7.85794484131875,"AZ",1,281.25,86,195.25
"0222_B","12","3","PC",7.79325322103491,"AZ",1,281.25,86,195.25
"0222_B","17","1","APC",7.79427906265819,"AZ",1,281.25,86,195.25
"0222_B","17","2","APC",7.91010451579166,"AZ",1,281.25,86,195.25
"0222_B","17","3","APC",7.30052089328339,"AZ",1,281.25,86,195.25
"0222_B","17","1","GN",7.63274652377344,"AZ",1,281.25,86,195.25
"0222_B","17","2","GN",7.53589000054561,"AZ",1,281.25,86,195.25
"0222_B","17","3","GN",7.09446641085026,"AZ",1,281.25,86,195.25
"0222_B","17","1","PC",8.32595147245567,"AZ",1,281.25,86,195.25
"0222_B","17","2","PC",8.32130994749402,"AZ",1,281.25,86,195.25
"0222_B","17","3","PC",7.87519508412172,"AZ",1,281.25,86,195.25
"0222_B","22","1","APC",8.21493723837097,"AZ",1,281.25,86,195.25
"0222_B","22","2","APC",8.1512588273472,"AZ",1,281.25,86,195.25
"0222_B","22","3","APC",8.34629873751894,"AZ",1,281.25,86,195.25
"0222_B","22","1","GN",7.40752522247739,"AZ",1,281.25,86,195.25
"0222_B","22","2","GN",7.95008322533806,"AZ",1,281.25,86,195.25
"0222_B","22","3","GN",7.92727886520198,"AZ",1,281.25,86,195.25
"0222_B","22","1","PC",8.51842088170222,"AZ",1,281.25,86,195.25
"0222_B","22","2","PC",8.35500935487076,"AZ",1,281.25,86,195.25
"0222_B","22","3","PC",8.66785040032752,"AZ",1,281.25,86,195.25
"0322_A","2","1","APC",5.57359529448764,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","2","2","APC",4.76557906268634,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","2","3","APC",5.22056810732522,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","2","1","GN",5.40994885488622,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","2","2","GN",4.61485527531895,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","2","3","GN",4.8741488233116,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","2","1","PC",5.69217528672749,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","2","2","PC",5.24378741304722,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","2","3","PC",5.80226681600548,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","7","1","APC",6.46447207173683,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","7","2","APC",6.6353026567906,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","7","3","APC",6.69079876353832,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","7","1","GN",6.23542614890509,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","7","2","GN",6.27036290822149,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","7","3","GN",6.41204516258549,"AZ",2,241,90.2833333333333,150.716666666667
